,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At this moment you have selected:,,,1310,values (out of 1310 in total).,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,USED?,ECOSYSTEM,,SERVICE,,CASE STUDY LOCATION,,,,,,,,,,VALUE INFORMATION,,,,,,,ADDITIONAL INFORMATION,,REFERENCE,,,
755,TRUE,Woodlands,Other woodlands,Genepool,Biodiversity protection,South Africa,Upper Middle Income,Low density,Partially protected,Country,South Africa,Southern Africa,Africa, 30°00'S, 23°00'E,2001,FALSE,Contingent Valuation,Annual,0.46,USD/ha/yr,US Dollar,,7139800,"Turpie, J.K.",2003,"The existence value of biodiversity in South Africa: how interest, experience, knowledge, income and perceived level of threat influence local willingness to pay. Ecological Economics 46(1-2): 199-216.","Turpie, J.K. (2003) The existence value of biodiversity in South Africa: how interest, experience, knowledge, income and perceived level of threat influence local willingness to pay. Ecological Economics 46(1-2): 199-216."
756,TRUE,Grasslands,Savannah,Genepool,Biodiversity protection,South Africa,Upper Middle Income,Low density,Partially protected,Country,South Africa,Southern Africa,Africa, 30°00'S, 23°00'E,2001,FALSE,Contingent Valuation,Annual,0.01,USD/ha/yr,US Dollar,,40714400,"Turpie, J.K.",2003,"The existence value of biodiversity in South Africa: how interest, experience, knowledge, income and perceived level of threat influence local willingness to pay. Ecological Economics 46(1-2): 199-216.","Turpie, J.K. (2003) The existence value of biodiversity in South Africa: how interest, experience, knowledge, income and perceived level of threat influence local willingness to pay. Ecological Economics 46(1-2): 199-216."
757,TRUE,Forests [Temperate and Boreal],Temperate forest general,Genepool,Biodiversity protection,South Africa,Upper Middle Income,Low density,Partially protected,Country,South Africa,Southern Africa,Africa, 30°00'S, 23°00'E,2001,FALSE,Contingent Valuation,Annual,22.27,USD/ha/yr,US Dollar,,56400,"Turpie, J.K.",2003,"The existence value of biodiversity in South Africa: how interest, experience, knowledge, income and perceived level of threat influence local willingness to pay. Ecological Economics 46(1-2): 199-216.","Turpie, J.K. (2003) The existence value of biodiversity in South Africa: how interest, experience, knowledge, income and perceived level of threat influence local willingness to pay. Ecological Economics 46(1-2): 199-216."
758,TRUE,Marine,Open ocean,Genepool,Biodiversity protection,South Africa,Upper Middle Income,Low density,Partially protected,Country,South Africa,Southern Africa,Africa, 30°00'S, 23°00'E,2001,FALSE,Contingent Valuation,Annual,0.64,USD/ha/yr,US Dollar,,2480000,"Turpie, J.K.",2003,"The existence value of biodiversity in South Africa: how interest, experience, knowledge, income and perceived level of threat influence local willingness to pay. Ecological Economics 46(1-2): 199-216.","Turpie, J.K. (2003) The existence value of biodiversity in South Africa: how interest, experience, knowledge, income and perceived level of threat influence local willingness to pay. Ecological Economics 46(1-2): 199-216."
759,FALSE,Coral Reefs,Coral reefs,TEV,TEV,World,No data available,Low density,Partially protected,Global,Global,World,World,,,2006,FALSE,Benefit Transfer,Annual,1000,USD/ha/yr,US Dollar,,,UNEP-WCMC,2006,"In the front line: shoreline protection and other ecosystem services from mangroves and coral reefs. UNEP-WCMC, Cambridge.","UNEP-WCMC (2006) In the front line: shoreline protection and other ecosystem services from mangroves and coral reefs. UNEP-WCMC, Cambridge."
760,FALSE,Coral Reefs,Coral reefs,TEV,TEV,World,No data available,Low density,Partially protected,Global,Global,World,World,,,2006,FALSE,Benefit Transfer,Annual,6000,USD/ha/yr,US Dollar,,,UNEP-WCMC,2006,"In the front line: shoreline protection and other ecosystem services from mangroves and coral reefs. UNEP-WCMC, Cambridge.","UNEP-WCMC (2006) In the front line: shoreline protection and other ecosystem services from mangroves and coral reefs. UNEP-WCMC, Cambridge."
763,FALSE,Forests [Temperate and Boreal],Temperate forest general,Recreation,Recreation,Netherlands,High Income: (OECD),High density,Partially protected,Landscape / district,"Veluwe-region, the Netherlands",Western Europe,Europe," 52° 5'0.00""N","  5°49'60.00""E",2002,FALSE,Contingent Valuation,Annual,7570,EUR/ha/yr,Euro,,100000,"Van der Heide, C.M., J.C.J.M. van den Bergh, E.C. van Ierland and P.A.L.D. Nunes",2005,"Measureing the economic value of two habitat defragmentation policy scenarios for the Veluwe, The Netherlands. FEEM Working paper.","Van der Heide, C.M., J.C.J.M. van den Bergh, E.C. van Ierland and P.A.L.D. Nunes (2005) Measureing the economic value of two habitat defragmentation policy scenarios for the Veluwe, The Netherlands. FEEM Working paper."
766,TRUE,Tropical Forest,Tropical forest general,Food,NTFPs [food only!],South America,No data available,Low density,Partially protected,Region,"Amazon, South America",South America,Latin America and the Caribbean,  2°25'S, 54°44'W,2007,FALSE,Benefit Transfer,Annual (Range),75,USD/ha/yr,US Dollar,based on range of studies,539092100,"Verweij, P., M. Schouten, P. Van Beukering, J. Triana, K. Van der Leeuw and S. Hess",2009,Keeping the Amazon forests standing: a matter of values. Report for WWF Netherlands.,"Verweij, P., M. Schouten, P. Van Beukering, J. Triana, K. Van der Leeuw and S. Hess (2009) Keeping the Amazon forests standing: a matter of values. Report for WWF Netherlands."
767,FALSE,Tropical Forest,Tropical forest general,Raw materials,Timber,Brazil,Upper Middle Income,Low density,Partially protected,Province / Region,"Amazonas, Brazil",South America,Latin America and the Caribbean," 3°25'0.63""S"," 65°51'21.83""W",2007,FALSE,Benefit Transfer,Net Present Value,517,USD/ha,US Dollar,,,"Verweij, P., M. Schouten, P. Van Beukering, J. Triana, K. Van der Leeuw and S. Hess",2009,Keeping the Amazon forests standing: a matter of values. Report for WWF Netherlands.,"Verweij, P., M. Schouten, P. Van Beukering, J. Triana, K. Van der Leeuw and S. Hess (2009) Keeping the Amazon forests standing: a matter of values. Report for WWF Netherlands."
768,TRUE,Tropical Forest,Tropical forest general,Climate,C-sequestration,Brazil,Upper Middle Income,Low density,Partially protected,Province / Region,"Amazonas, Brazil",South America,Latin America and the Caribbean," 3°25'0.63""S"," 65°51'21.83""W",2007,FALSE,Benefit Transfer,Annual (Range),85,USD/ha/yr,US Dollar,based on review of evidence,334375700,"Verweij, P., M. Schouten, P. Van Beukering, J. Triana, K. Van der Leeuw and S. Hess",2009,Keeping the Amazon forests standing: a matter of values. Report for WWF Netherlands.,"Verweij, P., M. Schouten, P. Van Beukering, J. Triana, K. Van der Leeuw and S. Hess (2009) Keeping the Amazon forests standing: a matter of values. Report for WWF Netherlands."
769,FALSE,Tropical Forest,Tropical forest general,Climate,C-sequestration,Brazil,Upper Middle Income,Low density,Partially protected,Province / Region,"Amazonas, Brazil",South America,Latin America and the Caribbean," 3°25'0.63""S"," 65°51'21.83""W",2007,FALSE,Benefit Transfer,Capital / stock value,5375,USD/ha,US Dollar,based on review of evidence,334375700,"Verweij, P., M. Schouten, P. Van Beukering, J. Triana, K. Van der Leeuw and S. Hess",2009,Keeping the Amazon forests standing: a matter of values. Report for WWF Netherlands.,"Verweij, P., M. Schouten, P. Van Beukering, J. Triana, K. Van der Leeuw and S. Hess (2009) Keeping the Amazon forests standing: a matter of values. Report for WWF Netherlands."
770,TRUE,Tropical Forest,Tropical forest general,Erosion,Erosion prevention,Brazil,Upper Middle Income,Low density,Partially protected,Province / Region,"Amazonas, Brazil",South America,Latin America and the Caribbean," 3°25'0.63""S"," 65°51'21.83""W",2007,FALSE,Benefit Transfer,Annual,238,USD/ha/yr,US Dollar,,334375700,"Verweij, P., M. Schouten, P. Van Beukering, J. Triana, K. Van der Leeuw and S. Hess",2009,Keeping the Amazon forests standing: a matter of values. Report for WWF Netherlands.,"Verweij, P., M. Schouten, P. Van Beukering, J. Triana, K. Van der Leeuw and S. Hess (2009) Keeping the Amazon forests standing: a matter of values. Report for WWF Netherlands."
771,TRUE,Tropical Forest,Tropical forest general,Pollination,Pollination of crops,Ecuador,Lower Middle Income,Low density,Partially protected,Province / Region,South Ecuador,South America,Latin America and the Caribbean,"  3°36'53.11""S"," 79°10'13.29""W",2007,FALSE,Benefit Transfer,Annual,49,USD/ha/yr,US Dollar,"localised figure from Southern Ecuador, from Olcheweski et al 2006",130000,"Verweij, P., M. Schouten, P. Van Beukering, J. Triana, K. Van der Leeuw and S. Hess",2009,Keeping the Amazon forests standing: a matter of values. Report for WWF Netherlands.,"Verweij, P., M. Schouten, P. Van Beukering, J. Triana, K. Van der Leeuw and S. Hess (2009) Keeping the Amazon forests standing: a matter of values. Report for WWF Netherlands."
772,TRUE,Tropical Forest,Tropical forest general,Extreme events,Fire Prevention,Brazil,Upper Middle Income,Low density,Partially protected,Province / Region,"Amazonas, Brazil",South America,Latin America and the Caribbean," 3°25'0.63""S"," 65°51'21.83""W",1997,FALSE,Benefit Transfer,Annual,6,USD/ha/yr,US Dollar,from Anderson (1997),334375700,"Verweij, P., M. Schouten, P. Van Beukering, J. Triana, K. Van der Leeuw and S. Hess",2009,Keeping the Amazon forests standing: a matter of values. Report for WWF Netherlands.,"Verweij, P., M. Schouten, P. Van Beukering, J. Triana, K. Van der Leeuw and S. Hess (2009) Keeping the Amazon forests standing: a matter of values. Report for WWF Netherlands."
773,TRUE,Tropical Forest,Tropical forest general,Genepool,Biodiversity protection,Brazil,Upper Middle Income,Low density,Partially protected,Province / Region,"Amazonas, Brazil",South America,Latin America and the Caribbean," 3°25'0.63""S"," 65°51'21.83""W",2007,FALSE,Benefit Transfer,Annual (Range),18,USD/ha/yr,US Dollar,from Pearce (1991),334375700,"Verweij, P., M. Schouten, P. Van Beukering, J. Triana, K. Van der Leeuw and S. Hess",2009,Keeping the Amazon forests standing: a matter of values. Report for WWF Netherlands.,"Verweij, P., M. Schouten, P. Van Beukering, J. Triana, K. Van der Leeuw and S. Hess (2009) Keeping the Amazon forests standing: a matter of values. Report for WWF Netherlands."
774,TRUE,Tropical Forest,Tropical forest general,Recreation,Ecotourism,Ecuador,Lower Middle Income,Low density,Partially protected,Province / Region,"Amazonas, Ecuador",South America,Latin America and the Caribbean," 1°15'42.90""S"," 76°49'24.51""W",2007,FALSE,Benefit Transfer,Annual,6.65,USD/ha/yr,US Dollar,from Drumm (1991),8000000,"Verweij, P., M. Schouten, P. Van Beukering, J. Triana, K. Van der Leeuw and S. Hess",2009,Keeping the Amazon forests standing: a matter of values. Report for WWF Netherlands.,"Verweij, P., M. Schouten, P. Van Beukering, J. Triana, K. Van der Leeuw and S. Hess (2009) Keeping the Amazon forests standing: a matter of values. Report for WWF Netherlands."
775,FALSE,Grasslands,Tropical natural grasslands,TEV,TEV,South America,No data available,Low density,Partially protected,Region,"South American Pampas (Argentina, Uruguay), South America",South America,Latin America and the Caribbean," 34°36'0.00""S"," 57°53'59.00""W",2003,FALSE,Benefit Transfer,Total Economic Value,181,USD/ha/yr,US Dollar,value all services for Pampas grassland,54000000,"Viglizzo, E.F. and F.C. Frank",2006,Land-use options for Del Plata Basin in South America: Tradeoffs analysis based on ecosystem service provision. Ecological Economics 57(1): 140-151.,"Viglizzo, E.F. and F.C. Frank (2006) Land-use options for Del Plata Basin in South America: Tradeoffs analysis based on ecosystem service provision. Ecological Economics 57(1): 140-151."
776,FALSE,Grasslands,Tropical natural grasslands,Food,Plants / vegetable food,South America,No data available,Low density,Partially protected,Region,"South American Pampas (Argentina, Uruguay), South America",South America,Latin America and the Caribbean," 34°36'0.00""S"," 57°53'59.00""W",2003,FALSE,Benefit Transfer,Annual,157,USD/ha/yr,US Dollar,value agriculture in Pampas area,54000000,"Viglizzo, E.F. and F.C. Frank",2006,Land-use options for Del Plata Basin in South America: Tradeoffs analysis based on ecosystem service provision. Ecological Economics 57(1): 140-151.,"Viglizzo, E.F. and F.C. Frank (2006) Land-use options for Del Plata Basin in South America: Tradeoffs analysis based on ecosystem service provision. Ecological Economics 57(1): 140-151."
777,FALSE,Grasslands,Tropical natural grasslands,TEV,TEV,South America,No data available,Low density,Partially protected,Region,"Del Plata Basin, South America",South America,Latin America and the Caribbean," 28°27'55.73""S"," 57°16'56.65""W",2003,FALSE,Benefit Transfer,Total Economic Value,2954,USD/ha/yr,US Dollar,value all services for 5 grassland biomes in Del Plato basin,442603000,"Viglizzo, E.F. and F.C. Frank",2006,Land-use options for Del Plata Basin in South America: Tradeoffs analysis based on ecosystem service provision. Ecological Economics 57(1): 140-151.,"Viglizzo, E.F. and F.C. Frank (2006) Land-use options for Del Plata Basin in South America: Tradeoffs analysis based on ecosystem service provision. Ecological Economics 57(1): 140-151."
778,FALSE,Grasslands,Tropical natural grasslands,Food,Plants / vegetable food,South America,No data available,Low density,Partially protected,Region,"Del Plata Basin, South America",South America,Latin America and the Caribbean," 28°27'55.73""S"," 57°16'56.65""W",2003,FALSE,Benefit Transfer,Annual (Range),90.5,USD/ha/yr,US Dollar,value agriculture for 5 grassland biomes in Del Plato basin,442603000,"Viglizzo, E.F. and F.C. Frank",2006,Land-use options for Del Plata Basin in South America: Tradeoffs analysis based on ecosystem service provision. Ecological Economics 57(1): 140-151.,"Viglizzo, E.F. and F.C. Frank (2006) Land-use options for Del Plata Basin in South America: Tradeoffs analysis based on ecosystem service provision. Ecological Economics 57(1): 140-151."
779,FALSE,Forests [Temperate and Boreal],Temperate forest general,Genepool,Biodiversity protection,United States of America,High Income: (OECD),Low density,Partially protected,Province / Region,"Colorado, USA",Northern America,Americas," 39°33'0.18""N","105°46'55.44""W",1980,FALSE,Contingent Valuation,Annual (Range),37.83801156,USD/ha/yr,US Dollar,,485623,"Walsh, R.G., J.B. Loomis and R.A. Gillman",1984,"Valuing option, existence, and bequest demand for wilderness. Land Economics 60(1): 14-29.","Walsh, R.G., J.B. Loomis and R.A. Gillman (1984) Valuing option, existence, and bequest demand for wilderness. Land Economics 60(1): 14-29."
794,FALSE,Forests [Temperate and Boreal],Temperate forest general,Climate,C-sequestration,China,Lower Middle Income,Low density,Protected,Local,"Changbaishan Mountain Biosphere Reserve, China",Eastern Asia,Asia," 42° 3'5.82""N","127°47'14.62""E",1998,FALSE,Mitigation and Restoration Cost,Annual,1724.233458,CNY/ha/yr,Chinese Yuan/Renminbi,,169658,"Xue, D. and C. Tisdell",2001,Valuing ecological functions of biodiversity in Changbaishan Mountain Biosphere Reserve in Northeast China. Biodiversity and Conservation 10(3): 467-481.,"Xue, D. and C. Tisdell (2001) Valuing ecological functions of biodiversity in Changbaishan Mountain Biosphere Reserve in Northeast China. Biodiversity and Conservation 10(3): 467-481."
795,FALSE,Forests [Temperate and Boreal],Temperate forest general,Water,Water [unspecified],China,Lower Middle Income,Low density,Protected,Local,"Changbaishan Mountain Biosphere Reserve, China",Eastern Asia,Asia," 42° 3'5.82""N","127°47'14.62""E",1998,FALSE,Replacement Cost,Annual,934.5167913,CNY/ha/yr,Chinese Yuan/Renminbi,,167081,"Xue, D. and C. Tisdell",2001,Valuing ecological functions of biodiversity in Changbaishan Mountain Biosphere Reserve in Northeast China. Biodiversity and Conservation 10(3): 467-481.,"Xue, D. and C. Tisdell (2001) Valuing ecological functions of biodiversity in Changbaishan Mountain Biosphere Reserve in Northeast China. Biodiversity and Conservation 10(3): 467-481."
796,FALSE,Forests [Temperate and Boreal],Temperate forest general,Erosion,Erosion prevention,China,Lower Middle Income,Low density,Protected,Local,"Changbaishan Mountain Biosphere Reserve, China",Eastern Asia,Asia," 42° 3'5.82""N","127°47'14.62""E",1998,FALSE,Avoided Cost,Annual,13.16726618,CNY/ha/yr,Chinese Yuan/Renminbi,,167081,"Xue, D. and C. Tisdell",2001,Valuing ecological functions of biodiversity in Changbaishan Mountain Biosphere Reserve in Northeast China. Biodiversity and Conservation 10(3): 467-481.,"Xue, D. and C. Tisdell (2001) Valuing ecological functions of biodiversity in Changbaishan Mountain Biosphere Reserve in Northeast China. Biodiversity and Conservation 10(3): 467-481."
797,FALSE,Forests [Temperate and Boreal],Temperate forest general,Climate,Gas regulation,China,Lower Middle Income,Low density,Protected,Local,"Changbaishan Mountain Biosphere Reserve, China",Eastern Asia,Asia," 42° 3'5.82""N","127°47'14.62""E",1998,FALSE,Replacement Cost,Annual,91.27309509,CNY/ha/yr,Chinese Yuan/Renminbi,,167081,"Xue, D. and C. Tisdell",2001,Valuing ecological functions of biodiversity in Changbaishan Mountain Biosphere Reserve in Northeast China. Biodiversity and Conservation 10(3): 467-481.,"Xue, D. and C. Tisdell (2001) Valuing ecological functions of biodiversity in Changbaishan Mountain Biosphere Reserve in Northeast China. Biodiversity and Conservation 10(3): 467-481."
798,FALSE,Forests [Temperate and Boreal],Temperate forest general,Soil fertility,Deposition of nutrients,China,Lower Middle Income,Low density,Protected,Local,"Changbaishan Mountain Biosphere Reserve, China",Eastern Asia,Asia," 42° 3'5.82""N","127°47'14.62""E",1998,FALSE,Direct market pricing,Annual,259.6943997,CNY/ha/yr,Chinese Yuan/Renminbi,market price of fertilizer,167081,"Xue, D. and C. Tisdell",2001,Valuing ecological functions of biodiversity in Changbaishan Mountain Biosphere Reserve in Northeast China. Biodiversity and Conservation 10(3): 467-481.,"Xue, D. and C. Tisdell (2001) Valuing ecological functions of biodiversity in Changbaishan Mountain Biosphere Reserve in Northeast China. Biodiversity and Conservation 10(3): 467-481."
799,FALSE,Forests [Temperate and Boreal],Temperate forest general,TEV,TEV,China,Lower Middle Income,Low density,Protected,Local,"Changbaishan Mountain Biosphere Reserve, China",Eastern Asia,Asia," 42° 3'5.82""N","127°47'14.62""E",1998,FALSE,Total Economic Value,Total Economic Value,3053.070068,CNY/ha/yr,Chinese Yuan/Renminbi,,167081,"Xue, D. and C. Tisdell",2001,Valuing ecological functions of biodiversity in Changbaishan Mountain Biosphere Reserve in Northeast China. Biodiversity and Conservation 10(3): 467-481.,"Xue, D. and C. Tisdell (2001) Valuing ecological functions of biodiversity in Changbaishan Mountain Biosphere Reserve in Northeast China. Biodiversity and Conservation 10(3): 467-481."
800,FALSE,Tropical Forest,Tropical forest general,Extreme events,Flood prevention,Cameroon,Lower Middle Income,Low density,Partially protected,Province / Region,"Mt Cameroon, Cameroon",Middle Africa,Africa,"  4°13'3.00""N","  9°10'18.00""E",2000,FALSE,Direct market pricing,Net Present Value,84.8,GBP/ha,British Pound,,195000,"Yaron, G.",2001,"Forest, plantation crops or small-scale agriculture? An economic analysis of alternative land use options in the Mount Cameroun Area, Journal of Environmental Planning and Management 44(1): 85-108.","Yaron, G. (2001) Forest, plantation crops or small-scale agriculture? An economic analysis of alternative land use options in the Mount Cameroun Area, Journal of Environmental Planning and Management 44(1): 85-108."
801,FALSE,Tropical Forest,Tropical forest general,TEV,TEV,Cameroon,Lower Middle Income,Low density,Partially protected,Province / Region,"Mt Cameroon, Cameroon",Middle Africa,Africa,"  4°13'3.00""N","  9°10'18.00""E",2000,FALSE,Direct market pricing,Net Present Value,2329,GBP/ha,British Pound,,87750,"Yaron, G.",2001,"Forest, plantation crops or small-scale agriculture? An economic analysis of alternative land use options in the Mount Cameroun Area, Journal of Environmental Planning and Management 44(1): 85-108.","Yaron, G. (2001) Forest, plantation crops or small-scale agriculture? An economic analysis of alternative land use options in the Mount Cameroun Area, Journal of Environmental Planning and Management 44(1): 85-108."
802,FALSE,Cultivated,Agro-forestry [cultivated],TEV,TEV,Cameroon,Lower Middle Income,Low density,Partially protected,Province / Region,"Mt Cameroon, Cameroon",Middle Africa,Africa,"  4°13'3.00""N","  9°10'18.00""E",2000,FALSE,Direct market pricing,Net Present Value,1400.8,GBP/ha,British Pound,,54600,"Yaron, G.",2001,"Forest, plantation crops or small-scale agriculture? An economic analysis of alternative land use options in the Mount Cameroun Area, Journal of Environmental Planning and Management 44(1): 85-108.","Yaron, G. (2001) Forest, plantation crops or small-scale agriculture? An economic analysis of alternative land use options in the Mount Cameroun Area, Journal of Environmental Planning and Management 44(1): 85-108."
803,FALSE,Forests [Temperate and Boreal],Temperate forest general,Recreation,Recreation,Denmark,High Income: (OECD),Low density,Partially protected,Country,Denmark,Northern Europe,Europe, 56°15'N,  9°30'E,1997,FALSE,Benefit Transfer,Annual (Range),4373,EUR/ha/yr,Euro,Total Value of Car-Access per ha,450.122,"Zandersen, M., M. Termansen and F.S. Jensen",2005,"Benefit transfer over time of ecosystem values: the case of forest recreation. FNU-61, Hamburg University and Centre for Marine and Atmospheric Science, Hamburg.","Zandersen, M., M. Termansen and F.S. Jensen (2005) Benefit transfer over time of ecosystem values: the case of forest recreation. FNU-61, Hamburg University and Centre for Marine and Atmospheric Science, Hamburg."
804,TRUE,Forests [Temperate and Boreal],Temperate forest general,Climate,C-sequestration,Mexico,Upper Middle Income,Low density,Partially protected,Country,Mexico,Central America,Latin America and the Caribbean, 19°00'N, 99°00'W,1989,FALSE,Benefit Transfer,Annual,56,USD/ha/yr,US Dollar,,16100000,"Adger, N., K. Brown, R. Cervigni, and D. Moran",1994,"Towards estimating total economic value of forests in Mexico. GEC 94-21, Centre for Social and Economic Research on the Global Environment, University of East Anglia and University College London, UK.","Adger, N., K. Brown, R. Cervigni, and D. Moran (1994) Towards estimating total economic value of forests in Mexico. GEC 94-21, Centre for Social and Economic Research on the Global Environment, University of East Anglia and University College London, UK."
805,TRUE,Forests [Temperate and Boreal],Temperate forest general,Water flows,Water regulation [unspecified],Mexico,Upper Middle Income,Low density,Partially protected,Country,Mexico,Central America,Latin America and the Caribbean, 19°00'N, 99°00'W,1989,FALSE,Benefit Transfer,Annual,0.142857143,USD/ha/yr,US Dollar,,16100000,"Adger, N., K. Brown, R. Cervigni, and D. Moran",1994,"Towards estimating total economic value of forests in Mexico. GEC 94-21, Centre for Social and Economic Research on the Global Environment, University of East Anglia and University College London, UK.","Adger, N., K. Brown, R. Cervigni, and D. Moran (1994) Towards estimating total economic value of forests in Mexico. GEC 94-21, Centre for Social and Economic Research on the Global Environment, University of East Anglia and University College London, UK."
806,FALSE,Forests [Temperate and Boreal],Temperate forest general,Recreation,Recreation,Mexico,Upper Middle Income,Low density,Partially protected,Country,Mexico,Central America,Latin America and the Caribbean, 19°00'N, 99°00'W,1989,FALSE,Benefit Transfer,Annual,6.21,USD/ha/yr,US Dollar,,16100000,"Adger, N., K. Brown, R. Cervigni, and D. Moran",1994,"Towards estimating total economic value of forests in Mexico. GEC 94-21, Centre for Social and Economic Research on the Global Environment, University of East Anglia and University College London, UK.","Adger, N., K. Brown, R. Cervigni, and D. Moran (1994) Towards estimating total economic value of forests in Mexico. GEC 94-21, Centre for Social and Economic Research on the Global Environment, University of East Anglia and University College London, UK."
807,FALSE,Forests [Temperate and Boreal],Temperate forest general,Recreation,Tourism,Mexico,Upper Middle Income,Low density,Partially protected,Country,Mexico,Central America,Latin America and the Caribbean, 19°00'N, 99°00'W,1989,FALSE,Benefit Transfer,Annual,0.623300971,USD/ha/yr,US Dollar,,16100000,"Adger, N., K. Brown, R. Cervigni, and D. Moran",1994,"Towards estimating total economic value of forests in Mexico. GEC 94-21, Centre for Social and Economic Research on the Global Environment, University of East Anglia and University College London, UK.","Adger, N., K. Brown, R. Cervigni, and D. Moran (1994) Towards estimating total economic value of forests in Mexico. GEC 94-21, Centre for Social and Economic Research on the Global Environment, University of East Anglia and University College London, UK."
810,TRUE,Inland Wetlands,Floodplains,Food,Fish,Nigeria,Lower Middle Income,High density,Not protected,Province / Region,"Hadejia-Jama'are wetlands, Nigeria",Western Africa,Africa," 12° 7'51.79""N"," 10° 1'9.06""E",1990,FALSE,Direct market pricing,Annual,179,NGN/ha/yr,Nigerian Naira,calculations based on Kimmage and Adams (1990) and field surveys understaken by these authors; and World Bank data.,100000,"Barbier, E.B., W.M. Adams and  K. Kimmage",1991,"Economic valuation of wetland benefits: the Hadejia-Jama floodplain, Nigeria. IIED, London, UK.","Barbier, E.B., W.M. Adams and  K. Kimmage (1991) Economic valuation of wetland benefits: the Hadejia-Jama floodplain, Nigeria. IIED, London, UK."
811,TRUE,Inland Wetlands,Floodplains,Raw materials,Fuel wood and charcoal,Nigeria,Lower Middle Income,High density,Not protected,Province / Region,"Hadejia-Jama'are wetlands, Nigeria",Western Africa,Africa," 12° 7'51.79""N"," 10° 1'9.06""E",1990,FALSE,Direct market pricing,Annual,21,NGN/ha/yr,Nigerian Naira,calculations based on Kimmage and Adams (1990) and field surveys understaken by these authors; and World Bank data.,400000,"Barbier, E.B., W.M. Adams and  K. Kimmage",1991,"Economic valuation of wetland benefits: the Hadejia-Jama floodplain, Nigeria. IIED, London, UK.","Barbier, E.B., W.M. Adams and  K. Kimmage (1991) Economic valuation of wetland benefits: the Hadejia-Jama floodplain, Nigeria. IIED, London, UK."
813,FALSE,Coastal wetlands,Tidal Marsh,Food,Fish,United States of America,High Income: (OECD),Low density,Partially protected,Province / Region,"Florida, USA",Northern America,Americas," 27°39'53.38""N"," 81°30'56.71""W",1994,FALSE,Direct market pricing,Annual,1426.22093,USD/ha/yr,US Dollar,"Value has been validated in Costanza. Only Constanza value known, information on original value unknown/not assessed/checked.",,"Bell, F.W.",1989,"Application of wetland valuation theory to Florida fisheries. Sea Grant Publication. SGR-95. Florida Sea Grant Program No. 95. Florida State University, USA.","Bell, F.W. (1989) Application of wetland valuation theory to Florida fisheries. Sea Grant Publication. SGR-95. Florida Sea Grant Program No. 95. Florida State University, USA."
814,FALSE,Coastal wetlands,Tidal Marsh,Recreation,Hunting / fishing,United States of America,High Income: (OECD),Low density,Partially protected,Province / Region,"Florida, USA",Northern America,Americas," 27°39'53.38""N"," 81°30'56.71""W",1994,FALSE,Direct market pricing,Annual,1506.961501,USD/ha/yr,US Dollar,"Value has been validated in Costanza. Only Constanza value known, information on original value unknown/not assessed/checked.",,"Bell, F.W.",1989,"Application of wetland valuation theory to Florida fisheries. Sea Grant Publication. SGR-95. Florida Sea Grant Program No. 95. Florida State University, USA.","Bell, F.W. (1989) Application of wetland valuation theory to Florida fisheries. Sea Grant Publication. SGR-95. Florida Sea Grant Program No. 95. Florida State University, USA."
815,FALSE,Coastal wetlands,Tidal Marsh,Recreation,Hunting / fishing,United States of America,High Income: (OECD),Low density,Partially protected,Province / Region,"Louisiana gulf coast, USA",Northern America,Americas," 30°26'2.39""N"," 91° 6'52.41""W",1987,FALSE,Contingent Valuation,Annual,110.03,USD/ha/yr,US Dollar,assumes that recreationists do not have previous rights to the current amount of wetlands in the study area.,1320000,"Bergstrom, J.C., J.R. Stoll, J.P. Titre and V.L. Wright",1990,Economic value of wetlands-based recreation. Ecological Economics 2: 129-147.,"Bergstrom, J.C., J.R. Stoll, J.P. Titre and V.L. Wright (1990) Economic value of wetlands-based recreation. Ecological Economics 2: 129-147."
816,FALSE,Grasslands,Grasslands [unspecified],Aesthetic,Attractive landscapes,United States of America,High Income: (OECD),Low density,Partially protected,Municipality / city,"Los Angeles, California, USA",Northern America,Americas," 34° 3'8.04""N","118°14'37.27""W",1982,FALSE,Hedonic Pricing,Annual (Range),16.865,USD/month,US Dollar,,,"Brookshire, D., M.A. Thayer, W.D. Schulze and R.C. D'Arge",1982,Valuing public goods: a comparison of survey and hedonic approach. American Economic Review 72(1): 165 -177.,"Brookshire, D., M.A. Thayer, W.D. Schulze and R.C. D'Arge (1982) Valuing public goods: a comparison of survey and hedonic approach. American Economic Review 72(1): 165 -177."
817,FALSE,Tropical Forest,Tropical forest general,Recreation,Recreation,Kenya,Low Income,Low density,Partially protected,Country,Kenya,Eastern Africa,Africa,  0°00'S,37°00'E,1994,FALSE,Travel Cost,Annual,284000000,USD/yr,US Dollar,,,"Brown, G. and W. Henry",1993,"The viewing value of elephants. In: Barbier, B. (ed), ""Economics and Ecology: New Frontiers and Sustainable Development"". Chapman & Hall, London: 146-155.","Brown, G. and W. Henry (1993) The viewing value of elephants. In: Barbier, B. (ed), ""Economics and Ecology: New Frontiers and Sustainable Development"". Chapman & Hall, London: 146-155."
